Boundary,Protocol,Timestamp,Frame_Bytes,TCP_Payload_Bytes
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255188.9003475,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255188.9014688,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255188.9014702,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255188.903145,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255188.9031458,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255188.9041717,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255188.905702,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255188.9066103,69,15
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255188.906611,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255188.908832,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255188.9120004,66,12
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255188.9397368,153,99
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255188.948184,125,71
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255188.948186,60,0
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255188.9481864,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.1034274,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.1075423,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.108894,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.113226,66,12
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255189.2157092,150,96
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255189.222884,128,74
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2228847,118,64
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255189.2228854,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2267675,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2267683,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.228565,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2325754,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2342236,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2386658,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2398956,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2441254,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2455082,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2497976,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2512832,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2557006,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2568748,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2615974,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2626872,128,74
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2671278,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.26824,130,76
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2726512,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2738628,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.2781818,108,54
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255189.2865224,259,205
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255189.287416,125,71
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255189.2874162,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.3031445,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.30611,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.3088634,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.3137918,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.328227,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.4507778,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.4522016,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.4522026,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.4546118,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.4552095,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.4570231,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.4581828,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.503209,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.506317,69,15
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.508195,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.5091875,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.5140357,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.7032454,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.7075088,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.7089567,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.7130158,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.7838542,118,64
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255189.7862988,222,168
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255189.7872286,125,71
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255189.7872293,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.78723,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.7879255,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.7920077,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.7957754,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.7971292,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.8016586,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.8026166,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.80709,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.8080137,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.812769,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.8137338,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.8186812,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.8202002,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.8247247,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.8256123,128,74
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.8306956,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.8321445,130,76
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.836612,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.8375225,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.8426907,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255189.888242,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.90328,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.9078634,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.910988,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255189.9157038,66,12
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255189.991063,153,99
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.9916072,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.9922986,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.992299,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.9940343,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.995308,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.996856,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255189.9982846,65,11
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255189.9999187,125,71
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255189.9999192,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255190.048206,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.1036055,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.107992,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.111017,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.1161847,66,12
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255190.228886,150,96
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255190.2369246,128,74
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255190.2369254,60,0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255190.2867064,259,205
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255190.2876055,125,71
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255190.287606,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.3033397,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.3088799,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.3110504,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.3144414,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.348425,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3530078,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3530087,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3539386,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3557055,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3576145,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.361555,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3634439,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.367093,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3682146,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3727894,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3747518,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3786268,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.379745,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3841393,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3852968,128,74
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3897288,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3908255,130,76
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3952935,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.3963377,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.4006896,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.4483595,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.503686,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.507994,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.5111072,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.5159216,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255190.5411856,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255190.5424047,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255190.542405,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255190.5450034,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255190.5464056,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255190.548238,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255190.549395,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255190.598269,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.7034183,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.707629,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.709133,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.7133026,66,12
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255190.785738,259,205
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255190.7867887,125,71
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255190.7867892,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.9034784,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.906109,118,64
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.907915,69,15
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.9079158,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.9084356,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.9091792,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.9091797,118,64
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255190.9143114,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.9143116,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.9161868,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.920567,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.9216554,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.926127,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.927117,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.9317856,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.932798,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.937575,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.9386196,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.9433382,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.9442804,128,74
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.9490974,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.950103,130,76
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.9547298,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.9556568,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255190.9608521,108,54
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255191.0042863,153,99
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.0082984,60,0
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255191.0129912,125,71
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255191.0129914,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.08094,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.0815063,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.0815065,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.0833347,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.084497,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.0860343,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.0876596,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.1034966,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.1069162,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.1092093,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.1122901,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.1282926,60,0
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255191.2420664,150,96
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255191.250054,128,74
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255191.2500548,60,0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255191.2856433,222,168
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255191.2866323,125,71
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255191.2866328,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.303529,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.307274,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.3092732,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.3126893,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.466323,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.469803,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.4698043,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.4719214,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.4754102,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.4765275,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.4810946,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.4822056,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.4867125,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.4877615,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.4921458,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.4932952,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.4976668,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.499027,118,64
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.5035367,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.5035372,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.5048034,128,74
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.5070095,69,15
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.50701,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.5085375,130,76
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.5092776,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.5128982,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.5128987,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.5141141,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.5187624,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255191.568589,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.6254003,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.6265981,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.6265986,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.6290107,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.6296034,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.6311033,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.632594,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255191.6786146,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.7036223,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.7075822,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.7093205,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.712534,66,12
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255191.785597,259,205
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255191.7865832,125,71
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255191.7865837,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.9036794,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.908752,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.9113917,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255191.9165106,66,12
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255192.0178387,153,99
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0241401,118,64
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255192.0260615,125,71
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255192.0260623,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.029228,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0292287,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0309017,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0348108,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.036038,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0406952,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.041657,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0468178,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0480406,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0527992,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.053765,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0558028,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.056883,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0615907,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0632472,128,74
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0676792,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0689955,130,76
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0731828,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0741026,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.0788233,108,54
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255192.1036696,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255192.1091323,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255192.1114185,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255192.1146934,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.1282997,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255192.1656463,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255192.16671,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255192.1667104,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255192.1686356,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255192.1697192,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255192.1712866,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255192.172709,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255192.21829,60,0
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255192.2541475,150,96
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255192.2620623,128,74
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255192.2620628,60,0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255192.2857194,222,168
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255192.2866511,125,71
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255192.2866518,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255192.3041432,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255192.3070917,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255192.309454,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255192.31247,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255192.5037768,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255192.506873,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255192.5099168,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255192.5151098,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.5835192,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.587672,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.5876732,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.5890937,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.5933042,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.5946524,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.5987072,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.600526,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.6042533,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.6061478,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.609692,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.610802,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.6153872,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.6164484,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.6208818,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.6219785,128,74
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.626616,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.6276681,130,76
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.6323216,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.633426,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255192.6378758,108,54
